Name,Link,Color,Image,Mileage,Transmission,Price
2019 Porsche 911 Carrera 4S,https://www.porschevancouver.ca/inventory/new/Porsche+911+Carrera+4S+Vancouver+British+Columbia+2019+White+8161133,White		  Leather Interior in Black,https://d2x7jl4z036ayr.cloudfront.net/default/2019/porsche/911_carrera_4s/image_white.png,50 km,7-speed Porsche Doppelkupplung (PDK),"$ 178,410.00"
2019 Porsche 911 Carrera T,https://www.porschevancouver.ca/inventory/certified/Porsche+911+Carrera+T+Vancouver+British+Columbia+2019+Racing+Yellow+37419441,Racing Yellow		  Leather Interior in Black with Carrera T Interior,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=37419441&imageid=1671104599&num=1&width=200&height=150,3714 km,7-speed Porsche Doppelkupplung (PDK),"$ 150,190.00"
2019 Porsche 911 Speedster,https://www.porschevancouver.ca/inventory/certified/Porsche+911+Speedster+Vancouver+British+Columbia+2019+Lizard+Green+29280331,Lizard Green		  Black Lthr Interior,https://assets1.dealer-sites.com/images/thumbnail.php?type=inventory&id=29280331&imageid=1662382393&num=1&width=200&height=150,101 km,6-speed GT Sport Manual Transmission with dual-mass flywheel,"$ 449,995.00"
2019 Porsche 911 Speedster,https://www.porschevancouver.ca/inventory/certified/Porsche+911+Speedster+Vancouver+British+Columbia+2019+Carrara+White+Metallic+41726475,Carrara White Metallic		  Leather Interior in Black with Decorative Stitchin,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=41726475&imageid=1745913459&num=1&width=200&height=150,500 km,6-speed GT Sport Manual Transmission with dual-mass flywheel,"$ 389,995.00"
2019 Porsche 911 Turbo,https://www.porschevancouver.ca/inventory/new/Porsche+911+Turbo+Vancouver+British+Columbia+2019+Carrara+White+Metallic+30769593,Carrara White Metallic		  Leather Interior in Black  Bordeaux Red,https://d2x7jl4z036ayr.cloudfront.net/default/2019/porsche/911_turbo/image_white.png,0 km,7-speed Porsche Doppelkupplung (PDK),"$ 212,115.00"
2019 Porsche Cayenne E-Hybrid,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+E-Hybrid+Vancouver+British+Columbia+2019+Jet+Black+Metallic+43133765,Jet Black Metallic		  Two-tone Leather Interior in Black  Bordeaux Red,https://assets5.dealer-sites.com/images/thumbnail.php?type=inventory&id=43133765&imageid=1764470599&num=1&width=200&height=150,2500 km,8-speed Tiptronic S,"$ 118,995.00"
2019 Porsche Cayenne S,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+S+Vancouver+British+Columbia+2019+Carrara+White+Metallic+33255157,Carrara White Metallic		  Leather Interior in Black,https://assets6.dealer-sites.com/images/thumbnail.php?type=inventory&id=33255157&imageid=1628200005&num=1&width=200&height=150,5184 km,8-speed Tiptronic S,"$ 115,995.00"
2019 Porsche Cayenne Turbo,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+Turbo+Vancouver+British+Columbia+2019+Quarzite+Grey+Metallic+41738011,Quarzite Grey Metallic		  Two-tone Leather Interior in Black  Mojave Beige,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=41738011&imageid=1745948707&num=1&width=200&height=150,28000 km,8-speed Tiptronic S,"$ 128,995.00"
2019 Porsche Macan,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+Vancouver+British+Columbia+2019+Volcano+Grey+Metallic+22384561,Volcano Grey Metallic		  Standard interior Black,https://d2x7jl4z036ayr.cloudfront.net/porsche_pictures/WP1/WP1AA2A5/WP1AA2A56KLB03012/753816CE012CCA5FF9F9CC052D14C82F.jpg,7600 km,7-speed Porsche Doppelkupplung (PDK),"$ 69,320.00"
2019 Porsche Macan S,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+S+Vancouver+British+Columbia+2019+Volcano+Grey+Metallic+15746373,Volcano Grey Metallic		  Black leather package with partial leather seats,https://d2x7jl4z036ayr.cloudfront.net/porsche_pictures/WP1/WP1AB2A5/WP1AB2A56KLB30417/7F3D67EBBCFA67E92FB6AEF5CAACEDA7.jpg,8768 km,7-speed Porsche Doppelkupplung (PDK),"$ 78,995.00"
2019 Porsche Macan S,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+S+Vancouver+British+Columbia+2019+Jet+Black+Metallic+16921959,Jet Black Metallic		  Leather Package in Black  Garnet Red (Leather Seats,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=16921959&imageid=1641347223&num=1&width=200&height=150,8184 km,7-speed Porsche Doppelkupplung (PDK),"$ 78,995.00"
2019 Porsche Macan S,https://www.porschevancouver.ca/inventory/new/Porsche+Macan+S+Vancouver+British+Columbia+2019+Carrara+White+Metallic+17172931,Carrara White Metallic,https://d2x7jl4z036ayr.cloudfront.net/porsche_pictures/WP1/WP1AB2A5/WP1AB2A55KLB31462/C760AF5526F5FD1DCEA65AFE777430F9.jpg,0 km,7-speed Porsche Doppelkupplung (PDK),"$ 81,740.00"
2019 Porsche Macan S,https://www.porschevancouver.ca/inventory/new/Porsche+Macan+S+Vancouver+British+Columbia+2019+Jet+Black+Metallic+17254239,Jet Black Metallic,https://d2x7jl4z036ayr.cloudfront.net/porsche_pictures/WP1/WP1AB2A5/WP1AB2A54KLB31453/BEEF9815E88C4835C5A40A336C363862.jpg,0 km,7-speed Porsche Doppelkupplung (PDK),"$ 81,740.00"
2019 Porsche Macan S,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+S+Vancouver+British+Columbia+2019+Carrara+White+Metallic+22388037,Carrara White Metallic		  Standard interior Black,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=22388037&imageid=1647543055&num=1&width=200&height=150,6628 km,7-speed Porsche Doppelkupplung (PDK),"$ 79,995.00"
2019 Porsche Macan S,https://www.porschevancouver.ca/inventory/new/Porsche+Macan+S+Vancouver+British+Columbia+2019+Carrara+White+Metallic+22388161,Carrara White Metallic,https://d2x7jl4z036ayr.cloudfront.net/porsche_pictures/WP1/WP1AB2A5/WP1AB2A55KLB34524/82F51B7E3552AD0D161E23CEE8999B23.jpg,0 km,7-speed Porsche Doppelkupplung (PDK),"$ 81,140.00"
2019 Porsche Panamera 4S,https://www.porschevancouver.ca/inventory/new/Porsche+Panamera+4S+Vancouver+British+Columbia+2019+Night+Blue+Metallic+33566083,Night Blue Metallic		  Standard Interior in Black,https://d2x7jl4z036ayr.cloudfront.net/porsche_pictures/WP0/WP0AB2A7/WP0AB2A70KL128116/F1619C9DF84F9CA77AFBE711476D4320.jpg,0 km,8-speed Porsche Doppelkupplung (PDK),"$ 150,555.00"
2018 Porsche 718 Cayman GTS,https://www.porschevancouver.ca/inventory/certified/Porsche+718+Cayman+GTS+Vancouver+British+Columbia+2018+Sapphire+Blue+Met+31077225,"Sapphire Blue Met		  Black Std Int, Alcantara Seat Centres",https://assets5.dealer-sites.com/images/thumbnail.php?type=inventory&id=31077225&imageid=1669316955&num=1&width=200&height=150,5745 km,7-speed Porsche Doppelkupplung (PDK),"$ 89,995.00"
2018 Porsche 911 Carrera 4S,https://www.porschevancouver.ca/inventory/certified/Porsche+911+Carrera+4S+Vancouver+British+Columbia+2018+Miami+Blue+25525905,Miami Blue		  Leather Interior in Graphite Blue  Chalk,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=25525905&imageid=1669316735&num=1&width=200&height=150,2013 km,7-speed Porsche Doppelkupplung (PDK),"$ 134,995.00"
2018 Porsche 911 Carrera GTS,https://www.porschevancouver.ca/inventory/certified/Porsche+911+Carrera+GTS+Vancouver+British+Columbia+2018+Jet+Black+Metallic+37358431,Jet Black Metallic		  Leather Interior in Black  Bordeaux Red,https://assets4.dealer-sites.com/images/thumbnail.php?type=inventory&id=37358431&imageid=1659776103&num=1&width=200&height=150,15068 km,7-speed Manual Transmission,"$ 149,995.00"
2018 Porsche 911 GT2 RS,https://www.porschevancouver.ca/inventory/certified/Porsche+911+GT2+RS+Vancouver+British+Columbia+2018+White+26744821,White		  Lthr  Alcantara Pkg in Black  Red,https://assets5.dealer-sites.com/images/thumbnail.php?type=inventory&id=26744821&imageid=1709846569&num=1&width=200&height=150,970 km,Automatic,"$ 479,995.00"
2018 Porsche 911 GT3,https://www.porschevancouver.ca/inventory/certified/Porsche+911+GT3+Vancouver+British+Columbia+2018+Carrara+White+Metallic+28965451,Carrara White Metallic		  Leather Interior in Black  Alcantara,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=28965451&imageid=1629065111&num=1&width=200&height=150,3667 km,7-speed Porsche Doppelkupplung (PDK),"$ 205,995.00"
2018 Porsche 911 GT3,https://www.porschevancouver.ca/inventory/certified/Porsche+911+GT3+Vancouver+British+Columbia+2018+Guards+Red+32102693,Guards Red		  Leather Interior in Black  Alcantara with Stitchin,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=32102693&imageid=1597558541&num=1&width=200&height=150,5901 km,6-speed manual,"$ 205,995.00"
2018 Porsche 911 GT3,https://www.porschevancouver.ca/inventory/certified/Porsche+911+GT3+Vancouver+British+Columbia+2018+Guards+Red+34011371,Guards Red		  Leather Interior in Black  Alcantara with Stitchin,https://assets6.dealer-sites.com/images/thumbnail.php?type=inventory&id=34011371&imageid=1617739565&num=1&width=200&height=150,10942 km,6-speed manual,"$ 199,995.00"
2018 Porsche 911 Turbo Coupe PDK,https://www.porschevancouver.ca/inventory/used/Porsche+911+Turbo+Coupe+PDK+Vancouver+British+Columbia+2018+Chalk+38957193,Chalk		  Black Lthr Interior,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=38957193&imageid=1687498571&num=1&width=200&height=150,24939 km,Automatic,"$ 174,995.00"
2018 Porsche 911 Turbo S,https://www.porschevancouver.ca/inventory/certified/Porsche+911+Turbo+S+Vancouver+British+Columbia+2018+Carrara+White+Metallic+37358433,Carrara White Metallic		  Leather Interior in Black  Bordeaux Red,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=37358433&imageid=1667461221&num=1&width=200&height=150,12228 km,7-speed Porsche Doppelkupplung (PDK),"$ 199,995.00"
2018 Porsche Cayenne S,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+S+Vancouver+British+Columbia+2018+Carrara+White+Metallic+33243261,Carrara White Metallic		  Leather interior Black  smooth-finish leather,https://assets4.dealer-sites.com/images/thumbnail.php?type=inventory&id=33243261&imageid=1636067345&num=1&width=200&height=150,18095 km,8-speed Tiptronic S,"$ 82,995.00"
2018 Porsche Macan,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+Vancouver+British+Columbia+2018+Volcano+Grey+Metallic+33208179,Volcano Grey Metallic		  Standard interior Black,https://assets5.dealer-sites.com/images/thumbnail.php?type=inventory&id=33208179&imageid=1652823839&num=1&width=200&height=150,20748 km,7-speed Porsche Doppelkupplung (PDK),"$ 57,995.00"
2018 Porsche Macan GTS,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+GTS+Vancouver+British+Columbia+2018+Carrara+White+Metallic+43030761,Carrara White Metallic		  Leather Package in Black  Garnet Red (Leather Seats,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=43030761&imageid=1763682131&num=1&width=200&height=150,12800 km,7-speed Porsche Doppelkupplung (PDK),"$ 74,995.00"
2018 Porsche Panamera 4,https://www.porschevancouver.ca/inventory/used/Porsche+Panamera+4+Vancouver+British+Columbia+2018+Chalk+43295159,Chalk		  Std Black Intr,https://assets6.dealer-sites.com/images/thumbnail.php?type=inventory&id=43295159&imageid=1769963095&num=1&width=200&height=150,15600 km,Automatic,"$ 103,995.00"
2018 Porsche Panamera 4S,https://www.porschevancouver.ca/inventory/certified/Porsche+Panamera+4S+Vancouver+British+Columbia+2018+Jet+Black+Metallic+43082763,Jet Black Metallic		  Standard Interior in Black,https://assets6.dealer-sites.com/images/thumbnail.php?type=inventory&id=43082763&imageid=1764470823&num=1&width=200&height=150,4350 km,8-speed Porsche Doppelkupplung (PDK),"$ 126,995.00"
2018 Porsche Panamera Turbo S e-Hybrid Executive,https://www.porschevancouver.ca/inventory/used/Porsche+Panamera+Turbo+S+e-Hybrid+Executive+Vancouver+British+Columbia+2018+Jet+Black+Met+38632119,Jet Black Met		  Black-Luxor Beige Two-Tone Lthr Intr,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=38632119&imageid=1687498483&num=1&width=200&height=150,26549 km,Automatic,"$ 179,995.00"
2017 Porsche 911 Carrera S,https://www.porschevancouver.ca/inventory/certified/Porsche+911+Carrera+S+Vancouver+British+Columbia+2017+Rhodium+Silver+Metallic+43136025,Rhodium Silver Metallic		  Standard Interior in Black,https://assets4.dealer-sites.com/images/thumbnail.php?type=inventory&id=43136025&imageid=1767608937&num=1&width=200&height=150,28000 km,7-speed Porsche Doppelkupplung (PDK),"$ 108,995.00"
2017 Porsche 911 Targa 4S,https://www.porschevancouver.ca/inventory/certified/Porsche+911+Targa+4S+Vancouver+British+Columbia+2017+Carrara+White+Metallic+42573721,Carrara White Metallic		  Leather Interior in Graphite Blue  Chalk,https://assets1.dealer-sites.com/images/thumbnail.php?type=inventory&id=42573721&imageid=1763683209&num=1&width=200&height=150,35500 km,7-speed Porsche Doppelkupplung (PDK),"$ 139,995.00"
2017 Porsche Cayenne,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+Vancouver+British+Columbia+2017+Carrara+White+Metallic+42356401,Carrara White Metallic		  Standard Black Interior,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=42356401&imageid=1754385107&num=1&width=200&height=150,28950 km,8-speed Tiptronic S with Auto Start Stop function,"$ 56,500.00"
2017 Porsche Cayenne GTS,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+GTS+Vancouver+British+Columbia+2017+Jet+Black+Metallic+42495393,Jet Black Metallic		  Two-tone leather interior Black - Cohiba Brown  sm,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=42495393&imageid=1757924125&num=1&width=200&height=150,48750 km,8-speed Tiptronic S with Auto Start Stop function,"$ 74,995.00"
2017 Porsche Cayenne S,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+S+Vancouver+British+Columbia+2017+Moonlight+Blue+Metallic+40073901,Moonlight Blue Metallic		  Standard Black Interior,https://assets6.dealer-sites.com/images/thumbnail.php?type=inventory&id=40073901&imageid=1738902631&num=1&width=200&height=150,47820 km,8-speed Tiptronic S with Auto Start Stop function,"$ 64,995.00"
2017 Porsche Cayenne S,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+S+Vancouver+British+Columbia+2017+Jet+Black+Metallic+41450337,Jet Black Metallic		  Two-tone leather interior Black - Garnet Red  smoo,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=41450337&imageid=1753471037&num=1&width=200&height=150,40380 km,8-speed Tiptronic S with Auto Start Stop function,"$ 66,995.00"
2017 Porsche Cayenne S E-Hybrid Platinum Ed,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+S+E-Hybrid+Platinum+Ed+Vancouver+British+Columbia+2017+Carrara+White+Metallic+43241943,Carrara White Metallic		  Two-tone leather interior Black - Garnet Red  smoo,https://assets6.dealer-sites.com/images/thumbnail.php?type=inventory&id=43241943&imageid=1766058347&num=1&width=200&height=150,56300 km,8-speed Tiptronic S with Auto Start Stop function,"$ 57,995.00"
2017 Porsche Macan,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+Vancouver+British+Columbia+2017+Volcano+Grey+Metallic+42410799,Volcano Grey Metallic		  Standard interior Black,https://assets6.dealer-sites.com/images/thumbnail.php?type=inventory&id=42410799&imageid=1757050625&num=1&width=200&height=150,30500 km,7-speed Porsche Doppelkupplung (PDK) with Auto Start Stop and coasting functions,"$ 51,995.00"
2017 Porsche Macan,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+Vancouver+British+Columbia+2017+White+43241945,White		  Black-Luxor Beige two-tone standard interior,https://assets5.dealer-sites.com/images/thumbnail.php?type=inventory&id=43241945&imageid=1766058353&num=1&width=200&height=150,50500 km,7-speed Porsche Doppelkupplung (PDK) with Auto Start Stop and coasting functions,"$ 47,995.00"
2017 Porsche Macan GTS,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+GTS+Vancouver+British+Columbia+2017+Black+42495395,Black		  Black leather package with partial leather seats,https://d2x7jl4z036ayr.cloudfront.net/default/2017/porsche/macan_gts/image_black.png,56700 km,7-speed Porsche Doppelkupplung (PDK) with Auto Start Stop and coasting functions,"$ 54,995.00"
2017 Porsche Macan S,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+S+Vancouver+British+Columbia+2017+Night+Blue+Metallic+41319335,Night Blue Metallic		  Standard interior Black,https://assets4.dealer-sites.com/images/thumbnail.php?type=inventory&id=41319335&imageid=1732701795&num=1&width=200&height=150,29800 km,7-speed Porsche Doppelkupplung (PDK) with Auto Start Stop and coasting functions,"$ 52,500.00"
2017 Porsche Panamera Turbo,https://www.porschevancouver.ca/inventory/certified/Porsche+Panamera+Turbo+Vancouver+British+Columbia+2017+Carrara+White+Metallic+42001401,Carrara White Metallic		  Leather Interior in Black  Bordeaux Red,https://assets4.dealer-sites.com/images/thumbnail.php?type=inventory&id=42001401&imageid=1745949281&num=1&width=200&height=150,27600 km,8-Speed Porsche Doppelkupplung (PDK),"$ 138,995.00"
2016 Porsche 911 GT3 RS,https://www.porschevancouver.ca/inventory/certified/Porsche+911+GT3+RS+Vancouver+British+Columbia+2016+Lava+Orange+25451963,Lava Orange		  Leather interior in Black    Lava Orange microfibre,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=25451963&imageid=1664066013&num=1&width=200&height=150,8546 km,"7-speed Porsche Doppelkupplung (PDK) with short ratios, sports tuning and PDK SPORT button","$ 208,995.00"
2016 Porsche 911 GT3 RS,https://www.porschevancouver.ca/inventory/certified/Porsche+911+GT3+RS+Vancouver+British+Columbia+2016+Ultraviolet+41385321,Ultraviolet		  Leather interior in Black    GT Silver microfibre s,https://assets1.dealer-sites.com/images/thumbnail.php?type=inventory&id=41385321&imageid=1736853679&num=1&width=200&height=150,12800 km,"7-speed Porsche Doppelkupplung (PDK) with short ratios, sports tuning and PDK SPORT button","$ 209,995.00"
2016 Porsche Cayenne S,https://www.porschevancouver.ca/inventory/certified/Porsche+Cayenne+S+Vancouver+British+Columbia+2016+Carrara+White+Metallic+42829421,Carrara White Metallic		  Two-tone leather interior Black - Garnet Red  smoo,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=42829421&imageid=1759687219&num=1&width=200&height=150,39100 km,8-speed Tiptronic S with Auto Start Stop function,"$ 56,995.00"
2016 Porsche Macan Turbo,https://www.porschevancouver.ca/inventory/certified/Porsche+Macan+Turbo+Vancouver+British+Columbia+2016+Jet+Black+Metallic+43244275,Jet Black Metallic		  Black leather package with partial leather seats,https://d2x7jl4z036ayr.cloudfront.net/default/2016/porsche/macan_turbo/image_black.png,67000 km,7-speed Porsche Doppelkupplung (PDK) with Auto Start Stop and coasting functions,"$ 56,995.00"
2016 Porsche Panamera Turbo S,https://www.porschevancouver.ca/inventory/certified/Porsche+Panamera+Turbo+S+Vancouver+British+Columbia+2016+Carrara+White+Metallic+29914017,Carrara White Metallic		  Black    Garnet Red Two-Tone Leather Interior,https://assets5.dealer-sites.com/images/thumbnail.php?type=inventory&id=29914017&imageid=1714244589&num=1&width=200&height=150,16300 km,"Porsche Doppelkupplung (PDK), 7-speed transmission","$ 135,995.00"
2015 Porsche Panamera S (E) Hybrid,https://www.porschevancouver.ca/inventory/certified/Porsche+Panamera+S+28E29+Hybrid+Vancouver+British+Columbia+2015+White+42620631,White		  Black    Garnet Red Two-Tone Leather Interior,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=42620631&imageid=1757051591&num=1&width=200&height=150,57000 km,8-speed Tiptronic S,"$ 59,995.00"
2014 Porsche 911 GT3,https://www.porschevancouver.ca/inventory/certified/Porsche+911+GT3+Vancouver+British+Columbia+2014+White+38820349,White		  Leather Interior in Black  Alcantara,https://assets1.dealer-sites.com/images/thumbnail.php?type=inventory&id=38820349&imageid=1694770241&num=1&width=200&height=150,19785 km,Porsche Doppelkupplung (PDK),"$ 154,995.00"
2011 Porsche 911 Carrera GTS,https://www.porschevancouver.ca/inventory/used/Porsche+911+Carrera+GTS+Vancouver+British+Columbia+2011+Carrera+White+40945177,Carrera White		  Sand Beige Standard Interior,https://assets5.dealer-sites.com/images/thumbnail.php?type=inventory&id=40945177&imageid=1732702817&num=1&width=200&height=150,38200 km,Automatic,"$ 91,995.00"
2009 Porsche 911 Turbo Cabriolet,https://www.porschevancouver.ca/inventory/certified/Porsche+911+Turbo+Cabriolet+Vancouver+British+Columbia+2009+Arctic+Silver+Metallic+36545761,Arctic Silver Metallic		  Black Full Leather,https://assets4.dealer-sites.com/images/thumbnail.php?type=inventory&id=36545761&imageid=1646666481&num=1&width=200&height=150,22110 km,5 Speed automatic,"$ 99,995.00"
2005 Porsche Carrera S Coupe,https://www.porschevancouver.ca/inventory/used/Porsche+Carrera+S+Coupe+Vancouver+British+Columbia+2005+GT+Silver+Metallic+42399479,GT Silver Metallic		  Black Full Leather,https://assets1.dealer-sites.com/images/thumbnail.php?type=inventory&id=42399479&imageid=1757051327&num=1&width=200&height=150,77000 km,6 Speed Manual,"$ 51,500.00"
2019 Mercedes-Benz AMG GT R Coupe,https://www.porschevancouver.ca/inventory/used/Mercedes-Benz+AMG+GT+R+Coupe+Vancouver+British+Columbia+2019+designo+Selenite+Grey+MAGNO+43436641,designo Selenite Grey MAGNO		  Black w  Grey Accents  Stitch Excl Nappa Lthr  DINAMI,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=43436641&imageid=1769962687&num=1&width=200&height=150,750 km,Automatic,"$ 183,995.00"
2018 Land Rover Range Rover Sport V8 Supercharged SVR,https://www.porschevancouver.ca/inventory/used/Land+Rover+Range+Rover+Sport+V8+Supercharged+SVR+Vancouver+British+Columbia+2018+Estoril+Blue+43490169,Estoril Blue		  Cirrus  Ebony  Ebony  Cirrus  Ebony,https://assets2.dealer-sites.com/images/thumbnail.php?type=inventory&id=43490169&imageid=1769962155&num=1&width=200&height=150,10100 km,Automatic,"$ 109,995.00"
2016 Land Rover Range Rover Sport V8 Supercharged SVR,https://www.porschevancouver.ca/inventory/used/Land+Rover+Range+Rover+Sport+V8+Supercharged+SVR+Vancouver+British+Columbia+2016+Corris+Grey+42408011,Corris Grey		  Pimento  Ebony  Ebony  Pimento  Ebony,https://assets3.dealer-sites.com/images/thumbnail.php?type=inventory&id=42408011&imageid=1754385385&num=1&width=200&height=150,44100 km,Automatic,"$ 76,995.00"
2016 Volkswagen Golf R 5-Dr 2.0T 4MOTION 6sp,https://www.porschevancouver.ca/inventory/used/Volkswagen+Golf+R+5-Dr+2.0T+4MOTION+6sp+Vancouver+British+Columbia+2016+Lapiz+Blue+Met+43241947,Lapiz Blue Met		  Titan Black Vienna Lthr,https://assets6.dealer-sites.com/images/thumbnail.php?type=inventory&id=43241947&imageid=1768392369&num=1&width=200&height=150,108500 km,Manual,"$ 24,995.00"
2015 Mercedes-Benz ML350 BlueTEC 4MATIC SUV,https://www.porschevancouver.ca/inventory/used/Mercedes-Benz+ML350+BlueTEC+4MATIC+SUV+Vancouver+British+Columbia+2015+Palladium+Silver+Met+42933727,Palladium Silver Met		  Black ARTICO,https://assets5.dealer-sites.com/images/thumbnail.php?type=inventory&id=42933727&imageid=1765264895&num=1&width=200&height=150,70100 km,Automatic,"$ 31,995.00"
